median_beta
7.698412416293036e-07
7.672213955734483e-07
7.65352472818596e-07
7.563375379429752e-07
7.634320787028184e-07
7.634133880316641e-07
7.488271582816277e-07
7.547430677676417e-07
7.426296418555336e-07
7.535367462644612e-07
7.505240772892731e-07
7.460896624472241e-07
7.518074246613488e-07
7.437537470979293e-07
7.461794075756347e-07
7.502922420278745e-07
7.318748881833697e-07
7.356109455256784e-07
7.379354361826376e-07
7.431368581366909e-07
7.218499564097271e-07
7.379958230610893e-07
7.332520273829821e-07
7.228532674481508e-07
7.264838366034028e-07
7.280129132834396e-07
7.312529065376969e-07
7.294553850537309e-07
7.301887959452162e-07
7.155104840713493e-07
7.268223427969184e-07
7.192381056463285e-07
7.145056691326857e-07
7.13174879753019e-07
7.034743117804675e-07
7.122417056831106e-07
7.056004064083312e-07
6.927830263633145e-07
7.233808387615728e-07
7.011749619849015e-07
7.064119689572304e-07
7.201099925792228e-07
7.029469191491275e-07
6.996884344352842e-07
7.164897272043837e-07
7.038210407151113e-07
6.831074775076312e-07
6.997135295739552e-07
7.052609901065848e-07
6.754123311976453e-07
7.030026147772052e-07
7.068348527577213e-07
6.849111398745152e-07
6.992581671021347e-07
6.942540775945193e-07
7.113320102074497e-07
6.886215092559144e-07
6.864746242825639e-07
6.955739687935682e-07
7.022110502286504e-07
6.986391091897779e-07
7.017935142373814e-07
6.998029503353671e-07
7.034890055731071e-07
6.899905849579738e-07
7.00941313828484e-07
6.850420544156612e-07
6.788841340108957e-07
6.911200612493784e-07
6.849996930319916e-07
6.903118412342504e-07
6.875279198162493e-07
6.963246727437769e-07
6.779539838536539e-07
6.766439368078208e-07
6.989158842746821e-07
7.048361748523144e-07
7.049625888430217e-07
6.895996414005734e-07
7.174487884499353e-07
6.892164900984627e-07
7.034646004142938e-07
6.827375995134912e-07
6.984458657974654e-07
6.755940195522658e-07
6.988918046230165e-07
6.639830822094688e-07
7.228632077360372e-07
7.313432049110608e-07
7.094586888768187e-07
6.922175521834115e-07
6.883429177603287e-07
6.541721267945559e-07
7.353899204530488e-07
7.046797691951423e-07
7.067794657640842e-07
6.692790707679557e-07
6.755778767140826e-07
6.848648594786874e-07
7.428221951345928e-07
7.020621801763588e-07
6.670901023558614e-07
7.247365344370227e-07
7.05613592614804e-07
7.614115134165309e-07
7.257956190298994e-07
6.626552447145858e-07
7.000070886943852e-07
6.753055327757559e-07
6.935157273028636e-07
6.147569680781865e-07
7.280906163722333e-07
0.0
